month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_data,remaining_lease,resale_price,flat_postal_code,Mininum distance of resale flat to the nearest dormitory (in km),closest_dorm_postal_code,distance_to_CBD,closest_station_name,min_distance_to_station_in_km,latitude,longitude
2019-04,KALLANG/WHAMPOA,3 ROOM,43,BENDEMEER ROAD,01 TO 03,75,Standard,1981,60 years 09 months,335000,210043,4.53699818,367951,3.459067083,Farrer Park,0.612942455,1.315363027,103.8494345
2019-04,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER ROAD,01 TO 03,68,Improved,1972,51 years 09 months,250000,330023,3.194154252,367951,3.937695778,Boon Keng,0.22986856,1.317710415,103.862786
2019-03,KALLANG/WHAMPOA,3 ROOM,50,DORSET ROAD,01 TO 03,68,New Generation,1979,59 years 03 months,360000,210050,4.539135857,367951,3.208879937,Farrer Park,0.359184477,1.313154788,103.8509083
2019-03,KALLANG/WHAMPOA,3 ROOM,12,FARRER PARK ROAD,25 TO 27,62,Model A,2004,84 years 04 months,495000,210012,4.552731454,367951,3.079022944,Farrer Park,0.268196947,1.311981131,103.8516385
2019-07,KALLANG/WHAMPOA,3 ROOM,15,FARRER PARK ROAD,19 TO 21,62,Model A,2004,83 years 11 months,483000,210015,4.615630381,367951,2.974838459,Farrer Park,0.298696502,1.311043468,103.8516606
2019-05,KALLANG/WHAMPOA,3 ROOM,94,GEYLANG BAHRU,04 TO 06,68,New Generation,1979,58 years 09 months,340000,330094,2.137626405,367951,4.822986017,Geylang Bahru,0.141862228,1.322653012,103.87131
2019-06,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,04 TO 06,65,Improved,1974,54 years 02 months,306000,210681,4.116269198,367951,3.30521997,Farrer Park,0.208833316,1.313720674,103.8552727
2019-04,KALLANG/WHAMPOA,3 ROOM,28,JALAN BAHAGIA,04 TO 06,56,Standard,1971,50 years 10 months,200000,320028,3.067025097,367951,4.692497349,Boon Keng,0.771502882,1.325779556,103.8588069
2019-04,KALLANG/WHAMPOA,3 ROOM,27,JALAN BAHAGIA,01 TO 03,53,Standard,1970,50 years 02 months,202000,320027,3.03725579,367951,4.72269481,Boon Keng,0.787795924,1.326021022,103.858992
2019-05,KALLANG/WHAMPOA,3 ROOM,41,JALAN BAHAGIA,01 TO 03,91,Terrace,1972,52 years 02 months,635000,210041,4.496576472,367951,3.465401007,Farrer Park,0.582838731,1.315437621,103.8498177
2019-06,KALLANG/WHAMPOA,3 ROOM,51,JALAN BAHAGIA,01 TO 03,90,Terrace,1972,52 years 01 month,750000,320051,3.27638254,367951,4.860060832,Toa Payoh,1.067851683,1.32772151,103.8560206
2019-07,KALLANG/WHAMPOA,3 ROOM,42,JALAN BAHAGIA,01 TO 03,169,Terrace,1972,52 years 03 months,975000,210042,4.465482229,367951,3.528582337,Farrer Park,0.624702442,1.316005236,103.8497916
2019-12,KALLANG/WHAMPOA,3 ROOM,35,JALAN BAHAGIA,07 TO 09,56,Standard,1971,50 years 02 months,218000,320035,3.151401713,367951,4.774890059,Boon Keng,0.929319929,1.326740506,103.8575763
2019-11,KALLANG/WHAMPOA,3 ROOM,6,JALAN BATU,01 TO 03,60,Standard,1969,48 years 02 months,299000,200806,4.06791511,367951,2.918648192,Lavender,0.256064366,1.30852678,103.861149
2019-03,KALLANG/WHAMPOA,3 ROOM,54,JALAN MA'MOR,01 TO 03,88,Terrace,1972,52 years 04 months,790000,320054,3.229818876,367951,4.922399168,Toa Payoh,1.064333968,1.328254997,103.8562858
2019-04,KALLANG/WHAMPOA,3 ROOM,53,JALAN MA'MOR,01 TO 03,119,Terrace,1972,52 years 03 months,800000,320053,3.248968728,367951,4.922568782,Toa Payoh,1.044599024,1.328278539,103.8560974
2019-06,KALLANG/WHAMPOA,3 ROOM,59,JALAN MA'MOR,01 TO 03,79,Terrace,1972,52 years 01 month,730000,320059,3.146185893,367951,4.918287534,Boon Keng,1.086828162,1.328109584,103.8571257
2019-11,KALLANG/WHAMPOA,3 ROOM,62,JALAN MA'MOR,01 TO 03,81,Terrace,1972,51 years 08 months,750000,320062,3.100758716,367951,4.925918375,Boon Keng,1.0660275,1.328117403,103.8575546
2019-07,KALLANG/WHAMPOA,3 ROOM,14,KG ARANG ROAD,07 TO 09,103,New Generation,1984,64 years 01 month,540000,381114,3.057135488,367951,3.959073968,Kallang,0.292585141,1.311498985,103.8740318
2019-06,KALLANG/WHAMPOA,3 ROOM,124,MCNAIR ROAD,10 TO 12,64,Simplified,1987,67 years,368000,320124,3.738555734,367951,3.827074616,Boon Keng,0.641803848,1.318348572,103.8560612
2019-07,KALLANG/WHAMPOA,3 ROOM,122,MCNAIR ROAD,01 TO 03,68,Simplified,1987,66 years 09 months,323000,320122,3.636275472,367951,3.894750141,Boon Keng,0.547615076,1.318842597,103.8568377
2019-10,KALLANG/WHAMPOA,3 ROOM,123,MCNAIR ROAD,07 TO 09,64,Simplified,1987,66 years 06 months,377500,320123,3.706128634,367951,3.842177465,Boon Keng,0.608299786,1.318442335,103.8563499
2019-08,KALLANG/WHAMPOA,3 ROOM,468,NORTH BRIDGE ROAD,07 TO 09,60,Improved,1979,58 years 11 months,320000,190468,4.215821592,367951,2.707755219,Lavender,0.198856622,1.305391507,103.8632222
2019-11,KALLANG/WHAMPOA,3 ROOM,467,NORTH BRIDGE ROAD,07 TO 09,60,Improved,1978,57 years 11 months,360000,190467,4.250822773,367951,2.673981618,Lavender,0.216562265,1.305222054,103.8629065
2019-06,KALLANG/WHAMPOA,3 ROOM,684,RACE COURSE ROAD,04 TO 06,63,Simplified,1986,65 years 07 months,336000,210684,3.955911749,367951,3.394672648,Farrer Park,0.367002336,1.314307076,103.8566595
2019-08,KALLANG/WHAMPOA,3 ROOM,685,RACE COURSE ROAD,04 TO 06,63,Simplified,1986,65 years 05 months,362000,210685,3.962950751,367951,3.365344286,Farrer Park,0.364011311,1.314005835,103.8568313
2019-10,KALLANG/WHAMPOA,3 ROOM,101,TOWNER ROAD,01 TO 03,90,Model A,1983,62 years 07 months,465000,322101,3.215397311,367951,4.062258242,Boon Keng,0.070824732,1.31942539,103.8610875
2019-09,KALLANG/WHAMPOA,3 ROOM,5A,UPPER BOON KENG ROAD,04 TO 06,67,Model A,2012,91 years 09 months,512000,381005,2.897449958,367951,4.074752171,Kallang,0.307046751,1.31327536,103.8734891
2019-03,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DRIVE,13 TO 15,66,Improved,1981,61 years 04 months,290000,320074,3.223069908,367951,4.55566109,Boon Keng,0.730234385,1.324715797,103.8577529
2019-03,KALLANG/WHAMPOA,3 ROOM,97,WHAMPOA DRIVE,04 TO 06,65,Improved,1980,60 years 04 months,260000,320097,3.675130381,367951,4.134111047,Boon Keng,0.778873586,1.321271491,103.8549478
2019-05,KALLANG/WHAMPOA,3 ROOM,75,WHAMPOA DRIVE,13 TO 15,65,Improved,1974,53 years 09 months,232000,320075,3.194224665,367951,4.531238577,Boon Keng,0.675134365,1.324418755,103.8581851
2019-06,KALLANG/WHAMPOA,4 ROOM,38A,BENDEMEER ROAD,07 TO 09,92,Model A,2012,91 years 11 months,678000,331038,2.680231101,367951,4.350969395,Geylang Bahru,0.569101675,1.320057978,103.8669394
2019-09,KALLANG/WHAMPOA,4 ROOM,22,BOON KENG ROAD,04 TO 06,89,Improved,1974,53 years 04 months,500000,330022,3.275337896,367951,3.93903124,Boon Keng,0.149528471,1.318176427,103.8614038
2019-06,KALLANG/WHAMPOA,4 ROOM,40,CAMBRIDGE ROAD,04 TO 06,101,Model A,1997,77 years 03 months,580000,210040,4.613427428,367951,3.538251511,Novena,0.704115063,1.315993017,103.8482431
2019-09,KALLANG/WHAMPOA,4 ROOM,49,DORSET ROAD,10 TO 12,95,New Generation,1979,58 years 09 months,480000,210049,4.619524801,367951,3.18850604,Farrer Park,0.436053406,1.312957982,103.8501587
2019-03,KALLANG/WHAMPOA,4 ROOM,13,FARRER PARK ROAD,16 TO 18,90,Model A,2004,84 years 03 months,645000,210013,4.599662785,367951,3.036285001,Farrer Park,0.302706546,1.311600762,103.8514001
2019-05,KALLANG/WHAMPOA,4 ROOM,59B,GEYLANG BAHRU,07 TO 09,102,Model A,1998,78 years 07 months,604500,331059,2.435696688,367951,4.608807909,Geylang Bahru,0.434360039,1.322126054,103.8679955
2019-04,KALLANG/WHAMPOA,4 ROOM,816,JELLICOE ROAD,16 TO 18,85,Model A,2003,83 years,678000,200816,4.199858342,367951,2.762234956,Lavender,0.197494693,1.306952737,103.8612444
2019-06,KALLANG/WHAMPOA,4 ROOM,813,JELLICOE ROAD,10 TO 12,90,Model A,2003,82 years 09 months,710000,200813,4.111692716,367951,2.837625902,Lavender,0.100812972,1.307297672,103.8621106
2019-08,KALLANG/WHAMPOA,4 ROOM,29,JALAN BAHAGIA,07 TO 09,84,Simplified,1987,67 years 03 months,409500,320029,3.077937935,367951,4.638296882,Boon Keng,0.712719975,1.325258074,103.8589406
2019-11,KALLANG/WHAMPOA,4 ROOM,106,JALAN DUSUN,07 TO 09,95,New Generation,1981,60 years 07 months,478888,320106,4.455534614,367951,4.970463368,Toa Payoh,0.569659413,1.328557712,103.8447968
2019-04,KALLANG/WHAMPOA,4 ROOM,101,JALAN RAJAH,04 TO 06,94,New Generation,1980,60 years 08 months,428000,321101,3.801625896,367951,4.94869537,Toa Payoh,0.545496815,1.328800862,103.850782
2019-05,KALLANG/WHAMPOA,4 ROOM,104,JALAN RAJAH,04 TO 06,103,Model A,1984,63 years 08 months,453000,321104,3.565542744,367951,4.844095565,Toa Payoh,0.815022045,1.32780497,103.8532623
2019-04,KALLANG/WHAMPOA,4 ROOM,17,JALAN TENTERAM,07 TO 09,75,Model A,2001,81 years 08 months,425000,320117,2.664790613,367951,5.036604857,Potong Pasir,0.88113714,1.328335242,103.8616527
2019-05,KALLANG/WHAMPOA,4 ROOM,16,JALAN TENTERAM,07 TO 09,75,Model A,2002,82 years 04 months,436888,320116,2.734227845,367951,4.957177457,Boon Keng,0.915274987,1.327699937,103.8612364
2019-05,KALLANG/WHAMPOA,4 ROOM,19,JALAN TENTERAM,10 TO 12,85,Model A,2004,84 years 02 months,491000,321019,2.879837395,367951,4.91437726,Boon Keng,0.926750686,1.327607041,103.8598605
2019-05,KALLANG/WHAMPOA,4 ROOM,52,KENT ROAD,07 TO 09,91,New Generation,1982,62 years 08 months,515000,210052,4.291320636,367951,3.532714785,Farrer Park,0.495898193,1.316062564,103.8516113
2019-07,KALLANG/WHAMPOA,4 ROOM,113,LOR 3 GEYLANG,13 TO 15,104,Model A,1989,69 years 01 month,575000,381113,3.033478126,367951,3.971771679,Kallang,0.275075325,1.311797847,103.8738525
2019-03,KALLANG/WHAMPOA,4 ROOM,121,MCNAIR ROAD,01 TO 03,104,Model A,1987,67 years 04 months,495000,320121,3.674387387,367951,3.899809416,Boon Keng,0.600806108,1.31896794,103.856342
2019-03,KALLANG/WHAMPOA,4 ROOM,108B,MCNAIR ROAD,13 TO 15,90,Model A,2004,84 years 08 months,700000,323108,3.365875663,367951,4.065187529,Boon Keng,0.307064685,1.319981244,103.8590051
2019-07,KALLANG/WHAMPOA,4 ROOM,108C,MCNAIR ROAD,25 TO 27,90,Model A,2005,84 years 06 months,725000,324108,3.332889786,367951,4.061713118,Boon Keng,0.254368677,1.319844175,103.8594625
2019-07,KALLANG/WHAMPOA,4 ROOM,119,MCNAIR ROAD,07 TO 09,84,Simplified,1987,67 years 02 months,475000,320119,3.579816698,367951,3.991072934,Boon Keng,0.539948197,1.319715254,103.8568704
2019-12,KALLANG/WHAMPOA,4 ROOM,120,MCNAIR ROAD,07 TO 09,84,Simplified,1987,66 years 04 months,460000,320120,3.579257985,367951,3.967230388,Boon Keng,0.520945431,1.319470224,103.8570358
2019-09,KALLANG/WHAMPOA,4 ROOM,69,MOULMEIN ROAD,07 TO 09,84,Improved,1972,51 years 10 months,550000,300069,4.230954839,367951,3.853892652,Novena,0.775902832,1.318951762,103.850518
2019-05,KALLANG/WHAMPOA,4 ROOM,4C,STREET. GEORGE'S LANE,13 TO 15,106,Model A,1996,76 years 08 months,600000,322004,3.060293754,367951,4.352016431,Boon Keng,0.31737998,1.322194974,103.8608318
2019-07,KALLANG/WHAMPOA,4 ROOM,4B,STREET. GEORGE'S LANE,04 TO 06,104,Model A,1996,76 years 05 months,488888,321004,3.116261097,367951,4.344716566,Boon Keng,0.356513308,1.322291025,103.8601741
2019-07,KALLANG/WHAMPOA,4 ROOM,106,TOWNER ROAD,07 TO 09,103,Model A,1983,62 years 11 months,650000,322106,3.118062581,367951,4.23041883,Boon Keng,0.188919717,1.32102001,103.8609978
2019-07,KALLANG/WHAMPOA,4 ROOM,107,TOWNER ROAD,07 TO 09,104,Model A,1983,62 years 10 months,635000,321107,3.248372252,367951,4.082694905,Boon Keng,0.147131958,1.319795086,103.8604358
2019-03,KALLANG/WHAMPOA,4 ROOM,2C,UPPER BOON KENG ROAD,19 TO 21,90,Model A,2006,86 years 07 months,750000,383002,2.995538803,367951,3.945199831,Kallang,0.188234559,1.313127969,103.871737
2019-05,KALLANG/WHAMPOA,4 ROOM,2A,UPPER BOON KENG ROAD,19 TO 21,90,Model A,2006,86 years 07 months,700000,381002,2.926683509,367951,4.011209636,Kallang,0.258478355,1.313738441,103.8719033
2019-06,KALLANG/WHAMPOA,4 ROOM,3B,UPPER BOON KENG ROAD,13 TO 15,90,Model A,2006,86 years 03 months,580000,382003,2.824951265,367951,4.121747968,Kallang,0.352438442,1.314298734,103.8728282
2019-06,KALLANG/WHAMPOA,4 ROOM,15,UPPER BOON KENG ROAD,07 TO 09,88,Improved,1975,54 years 08 months,418000,380015,2.751636129,367951,4.170381528,Kallang,0.489866066,1.315873249,103.8712962
2019-07,KALLANG/WHAMPOA,4 ROOM,3C,UPPER BOON KENG ROAD,19 TO 21,90,Model A,2006,86 years 01 month,725000,383003,2.863034293,367951,4.093992269,Kallang,0.319763074,1.313793188,103.8730939
2019-10,KALLANG/WHAMPOA,4 ROOM,2D,UPPER BOON KENG ROAD,19 TO 21,90,Model A,2006,85 years 10 months,760000,384002,2.968706933,367951,3.982944647,Kallang,0.20960406,1.313079277,103.8723802
2019-05,KALLANG/WHAMPOA,4 ROOM,94,WHAMPOA DRIVE,10 TO 12,91,Improved,1974,53 years 09 months,360000,320094,3.558782492,367951,4.22256104,Boon Keng,0.719136556,1.321979417,103.8557543
2019-05,KALLANG/WHAMPOA,4 ROOM,100,WHAMPOA DRIVE,01 TO 03,91,Improved,1974,53 years 10 months,348000,320100,3.759854593,367951,4.073176793,Boon Keng,0.832237013,1.320779477,103.8543487
2019-06,KALLANG/WHAMPOA,4 ROOM,96,WHAMPOA DRIVE,10 TO 12,91,Improved,1974,53 years 07 months,375000,320096,3.589874585,367951,4.174709743,Boon Keng,0.711602285,1.321556727,103.8556661
2019-08,KALLANG/WHAMPOA,4 ROOM,95,WHAMPOA DRIVE,07 TO 09,91,Improved,1974,53 years 05 months,335000,320095,3.504089022,367951,4.252398416,Boon Keng,0.683939075,1.322192178,103.8561985
2019-07,KALLANG/WHAMPOA,4 ROOM,113,WHAMPOA ROAD,04 TO 06,107,Model A,1994,74 years 04 months,520000,320113,3.230415259,367951,4.668567205,Boon Keng,0.868114746,1.325833304,103.8571793
2019-08,KALLANG/WHAMPOA,4 ROOM,110,WHAMPOA ROAD,07 TO 09,103,Model A,1997,77 years 03 months,485000,321110,3.323301659,367951,4.758962279,Boon Keng,1.042125411,1.326821226,103.8558907
2019-09,KALLANG/WHAMPOA,4 ROOM,114,WHAMPOA ROAD,07 TO 09,107,Model A,1995,74 years 11 months,502500,320114,3.218326126,367951,4.625632747,Boon Keng,0.808633764,1.325395941,103.8574874
2019-12,KALLANG/WHAMPOA,4 ROOM,115,WHAMPOA ROAD,01 TO 03,106,Model A,1994,73 years 01 month,485000,320115,3.195452106,367951,4.718443647,Boon Keng,0.897479862,1.326262709,103.8573413
2019-03,KALLANG/WHAMPOA,4 ROOM,49,WHAMPOA STREETH,01 TO 03,87,Improved,1974,54 years 07 months,308000,330049,2.408090799,367951,4.78228678,Geylang Bahru,0.694344333,1.324487374,103.8663682
2019-03,KALLANG/WHAMPOA,5 ROOM,103,AH HOOD ROAD,04 TO 06,118,Improved,1981,61 years 05 months,628888,320103,4.466911444,367951,4.904483022,Toa Payoh,0.622614664,1.327962675,103.844827
2019-07,KALLANG/WHAMPOA,5 ROOM,101,AH HOOD ROAD,01 TO 03,118,Improved,1981,61 years 02 months,598000,320101,4.519042234,367951,4.847844588,Toa Payoh,0.696357552,1.32739679,103.844481
2019-09,KALLANG/WHAMPOA,5 ROOM,37,CAMBRIDGE ROAD,07 TO 09,120,Improved,1997,77 years 02 months,650000,210037,4.456799677,367951,3.626427292,Farrer Park,0.724648551,1.316866481,103.8493636
2019-05,KALLANG/WHAMPOA,5 ROOM,55,GEYLANG BAHRU,25 TO 27,114,Standard,1974,54 years 02 months,575000,320055,3.197072758,367951,4.903966017,Boon Keng,1.10519875,1.328040979,103.8566659
2019-08,KALLANG/WHAMPOA,5 ROOM,73,GEYLANG BAHRU,10 TO 12,129,Adjoined flat,1974,53 years 07 months,650000,330073,2.191434695,367951,4.785411683,Geylang Bahru,0.188868469,1.322642369,103.8705965
2019-08,KALLANG/WHAMPOA,5 ROOM,102,JALAN DUSUN,04 TO 06,118,Improved,1981,61 years 04 months,575000,320102,4.536118691,367951,4.904319747,Toa Payoh,0.670050185,1.327868743,103.8442096
2019-06,KALLANG/WHAMPOA,5 ROOM,109,MCNAIR ROAD,13 TO 15,130,Improved,1987,67 years 03 months,690000,320109,3.268849803,367951,4.223754803,Boon Keng,0.362418689,1.321420379,103.8591003
2019-03,KALLANG/WHAMPOA,5 ROOM,12,NORTH BRIDGE ROAD,07 TO 09,117,Standard,1975,54 years 10 months,648000,190012,4.343337716,367951,2.579206502,Lavender,0.318632836,1.304310427,103.8627815
2019-04,KALLANG/WHAMPOA,5 ROOM,14A,UPPER BOON KENG ROAD,16 TO 18,123,Improved,1999,79 years 02 months,815000,381014,2.84450854,367951,4.076923289,Kallang,0.429274697,1.315263539,103.8706889
2019-05,KALLANG/WHAMPOA,EXECUTIVE,48,BENDEMEER ROAD,04 TO 06,144,Apartment,1994,74 years 07 months,755000,330048,2.483289399,367951,4.6627543,Geylang Bahru,0.639218465,1.323322706,103.8663992
2019-05,KALLANG/WHAMPOA,EXECUTIVE,106,JALAN RAJAH,01 TO 03,157,Maisonette,1984,64 years 04 months,800000,321106,3.391108652,367951,4.929233626,Toa Payoh,0.898697936,1.328476558,103.8546989
2019-09,KALLANG/WHAMPOA,EXECUTIVE,105,JALAN RAJAH,01 TO 03,149,Maisonette,1984,63 years 10 months,670000,320105,3.455804824,367951,4.901217739,Toa Payoh,0.860936213,1.328265514,103.8541545
2019-09,KALLANG/WHAMPOA,EXECUTIVE,108,JALAN RAJAH,04 TO 06,154,Maisonette,1984,64 years 03 months,738000,320108,3.282016543,367951,4.930582585,Toa Payoh,1.004842652,1.328389357,103.8557509
2019-06,KALLANG/WHAMPOA,EXECUTIVE,110,MCNAIR ROAD,04 TO 06,144,Maisonette,1987,67 years 06 months,785000,320110,3.232276301,367951,4.29488784,Boon Keng,0.411893514,1.322079197,103.8590791
2019-01,MARINE PARADE,3 ROOM,59,MARINE TER,10 TO 12,65,Improved,1975,55 years 03 months,320000,440059,3.623645314,415920,7.472922716,Kembangan,1.694572204,1.305859665,103.9147218
2019-01,MARINE PARADE,3 ROOM,66,MARINE DRIVE,04 TO 06,65,Improved,1976,56 years 03 months,348000,440066,3.801602489,415920,6.879014035,Eunos,1.90666127,1.30391193,103.9097405
2019-01,MARINE PARADE,3 ROOM,65,MARINE DRIVE,04 TO 06,65,Improved,1976,56 years 03 months,350000,440065,3.8579209,415920,6.860722314,Eunos,1.958461302,1.303405476,103.9097344
2019-01,MARINE PARADE,3 ROOM,46,MARINE CRESENT,07 TO 09,76,Improved,1975,55 years 05 months,355000,440046,3.681350435,415920,7.229329925,Kembangan,1.765951909,1.305102401,103.9126648
2019-01,MARINE PARADE,3 ROOM,67,MARINE DRIVE,13 TO 15,65,Improved,1976,56 years 03 months,380000,440067,3.741081902,415920,6.884020983,Eunos,1.84483103,1.304457437,103.9096029
2019-01,MARINE PARADE,4 ROOM,55,MARINE TER,13 TO 15,88,Improved,1975,55 years 01 month,485000,440055,3.66099584,415920,7.381904666,Kembangan,1.734939048,1.305423685,103.9140048
2019-01,MARINE PARADE,4 ROOM,17,MARINE TER,10 TO 12,82,Improved,1975,55 years 02 months,518000,440017,3.846065761,415920,7.343575863,Kembangan,1.919976032,1.303767822,103.914176
2019-01,MARINE PARADE,5 ROOM,29,MARINE CRESENT,19 TO 21,117,Standard,1975,55 years 03 months,818000,449317,3.594366579,415920,7.260851794,Kembangan,1.678372571,1.305889761,103.9126937
2019-02,MARINE PARADE,4 ROOM,60,MARINE DRIVE,04 TO 06,87,Improved,1976,56 years,520000,440060,3.856993389,415815,6.73430699,Eunos,1.913535153,1.303395658,103.9085405
2019-02,MARINE PARADE,5 ROOM,71,MARINE DRIVE,04 TO 06,126,Standard,1977,56 years 11 months,730000,440071,3.734794722,415920,6.817379577,Eunos,1.810124433,1.304527645,103.908944
2019-04,MARINE PARADE,3 ROOM,35,MARINE CRESENT,04 TO 06,70,Improved,1975,55 years 01 month,365000,440035,3.872136597,415920,7.154850462,Kembangan,1.958754572,1.303370404,103.9125219
2019-05,MARINE PARADE,3 ROOM,30,MARINE CRESENT,10 TO 12,65,Improved,1975,55 years 11 months,338000,449296,3.579365833,415920,7.457570962,Kembangan,1.65095201,1.30622307,103.9144514
2019-04,MARINE PARADE,3 ROOM,64,MARINE DRIVE,04 TO 06,68,Improved,1976,55 years 11 months,333000,440064,4.001939473,415920,6.790671388,Eunos,2.082608502,1.302112802,103.9094814
2019-03,MARINE PARADE,3 ROOM,58,MARINE TER,04 TO 06,65,Improved,1975,55 years 01 month,330000,440058,3.584701879,415920,7.409054411,Kembangan,1.658165439,1.306117813,103.914026
2019-04,MARINE PARADE,3 ROOM,19,MARINE TER,07 TO 09,65,Improved,1975,54 years 09 months,308000,440019,3.776199291,415920,7.461745027,Kembangan,1.846811958,1.304522102,103.915054
2019-04,MARINE PARADE,3 ROOM,4,MARINE TER,10 TO 12,65,Improved,1975,54 years 09 months,383000,428996,3.277535697,415920,7.302482411,Kembangan,1.369048126,1.308696963,103.9120404
2019-05,MARINE PARADE,3 ROOM,8,MARINE TER,01 TO 03,76,Improved,1975,54 years 08 months,315000,440008,3.812738563,415920,7.568432203,Kembangan,1.88321808,1.304364656,103.9161086
2019-07,MARINE PARADE,3 ROOM,57,MARINE TER,07 TO 09,65,Improved,1975,54 years 09 months,323000,440057,3.565437405,415920,7.576664941,Kembangan,1.635639113,1.306512573,103.9154848
2019-08,MARINE PARADE,3 ROOM,7,MARINE TER,04 TO 06,59,Improved,1975,54 years 05 months,300000,440007,3.867066003,415920,7.683920571,Kembangan,1.941139465,1.304097943,103.9172754
2019-11,MARINE PARADE,3 ROOM,5,MARINE TER,04 TO 06,65,Improved,1975,54 years 02 months,358000,440005,3.815383486,415920,7.693978355,Kembangan,1.889785516,1.304563413,103.917229
2019-03,MARINE PARADE,4 ROOM,45,MARINE CRESENT,10 TO 12,88,Improved,1975,55 years 02 months,460000,449274,3.710823224,415815,6.548824703,Eunos,1.73153926,1.304502022,103.9063878
2019-03,MARINE PARADE,4 ROOM,62,MARINE DRIVE,01 TO 03,87,Improved,1976,55 years 10 months,488000,440062,3.94094262,415920,6.762261458,Eunos,2.007799899,1.302670233,103.9090404
2019-07,MARINE PARADE,4 ROOM,74,MARINE DRIVE,10 TO 12,82,Improved,1976,56 years 11 months,490000,440074,3.806528831,415815,6.605654624,Eunos,1.838861184,1.303705188,103.9072136
2019-10,MARINE PARADE,4 ROOM,76,MARINE DRIVE,10 TO 12,82,Improved,1976,55 years 08 months,540000,440076,3.89729874,415815,6.633439548,Eunos,1.936418563,1.302936441,103.9077367
2019-11,MARINE PARADE,4 ROOM,61,MARINE DRIVE,04 TO 06,87,Improved,1976,55 years 02 months,500888,440061,3.894037726,415815,6.745934119,Eunos,1.953496747,1.303087565,103.908752
2019-03,MARINE PARADE,4 ROOM,54,MARINE TER,07 TO 09,88,Improved,1975,54 years 11 months,480000,440054,3.689767802,415920,7.484123065,Kembangan,1.760253764,1.305302291,103.915014
2019-07,MARINE PARADE,4 ROOM,20,MARINE TER,07 TO 09,88,Improved,1975,54 years 06 months,480480,440020,3.865071523,415920,7.436601253,Kembangan,1.9358817,1.303715887,103.915067
2019-11,MARINE PARADE,4 ROOM,18,MARINE TER,13 TO 15,88,Improved,1975,54 years 04 months,545000,440018,3.909480578,415920,7.338774914,Kembangan,1.983066923,1.303208583,103.9143008
2019-09,MARINE PARADE,5 ROOM,27,MARINE CRESENT,01 TO 03,128,Standard,1975,54 years 07 months,690000,449282,3.69988924,415920,6.891528711,Eunos,1.804374911,1.304828599,103.9095453
2019-04,MARINE PARADE,5 ROOM,79,MARINE DRIVE,19 TO 21,120,Standard,1977,56 years 09 months,918000,440079,4.053368471,415815,6.594363723,Eunos,2.089340624,1.301533134,103.907812
2019-04,MARINE PARADE,5 ROOM,73,MARINE DRIVE,22 TO 24,120,Standard,1977,56 years 09 months,900000,440073,3.809286827,415815,6.730068238,Eunos,1.864057519,1.303805416,103.9083624
2019-07,MARINE PARADE,5 ROOM,78,MARINE DRIVE,13 TO 15,117,Standard,1977,56 years 06 months,905000,440078,4.058574013,415815,6.65841169,Eunos,2.104855393,1.301552313,103.9084081
2019-08,MARINE PARADE,5 ROOM,77,MARINE DRIVE,01 TO 03,120,Standard,1977,56 years 05 months,710000,440077,4.009831252,415815,6.692363797,Eunos,2.061190605,1.302015808,103.9085862
2019-05,MARINE PARADE,5 ROOM,14,MARINE TER,19 TO 21,117,Standard,1975,54 years 08 months,854000,440014,3.897203493,415920,7.465620388,Kembangan,1.967517723,1.303476179,103.9154117
2019-10,MARINE PARADE,5 ROOM,13,MARINE TER,22 TO 24,128,Standard,1975,54 years 03 months,872000,440013,3.83801086,415920,7.501234713,Kembangan,1.908139465,1.304041685,103.9155755
2019-11,MARINE PARADE,5 ROOM,12,MARINE TER,16 TO 18,120,Standard,1975,54 years 02 months,710000,440012,3.779047953,415920,7.537309492,Kembangan,1.849195286,1.304607086,103.9157399
2019-01,PASIR RIS,4 ROOM,768,PASIR RIS STREET 71,01 TO 03,104,Model A,1996,76 years 07 months,375000,510768,1.182968858,528821,13.8100589,Pasir Ris,1.574529186,1.375370676,103.9355177
2019-01,PASIR RIS,4 ROOM,127,PASIR RIS STREET 11,01 TO 03,105,Model A,1989,69 years 05 months,377000,510127,2.867186111,528821,14.71107078,Pasir Ris,0.973935157,1.365893163,103.9552217
2019-01,PASIR RIS,4 ROOM,103,PASIR RIS STREET 12,04 TO 06,103,Model A,1989,69 years 04 months,380000,510103,3.22191203,528821,15.11324642,Pasir Ris,1.13303245,1.367695081,103.9584042
2019-01,PASIR RIS,4 ROOM,626,PASIR RIS DRIVE 3,04 TO 06,104,Model A,1995,75 years 06 months,390000,510626,1.941795119,528821,14.57989059,Pasir Ris,1.248034413,1.379800855,103.9409188
2019-01,PASIR RIS,4 ROOM,145,PASIR RIS STREET 11,04 TO 06,105,Model A,1994,74 years 03 months,390000,510145,3.510280547,528821,15.03136893,Tampines East,1.12735201,1.363219452,103.9608319
2019-01,PASIR RIS,4 ROOM,109,PASIR RIS STREET 11,01 TO 03,106,Model A,1990,70 years 08 months,396000,510109,2.960488824,528821,14.95722988,Pasir Ris,0.858775081,1.36846368,103.9560091
