month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2019-09,PUNGGOL,4 ROOM,603A,PUNGGOL ROAD,04 TO 06,93,Model A,2012,92 years,390000
2019-09,PUNGGOL,4 ROOM,604B,PUNGGOL ROAD,13 TO 15,92,Model A,2012,92 years,460000
2019-10,PUNGGOL,4 ROOM,603B,PUNGGOL ROAD,10 TO 12,92,Model A,2012,91 years 11 months,466800
2019-10,PUNGGOL,4 ROOM,604A,PUNGGOL ROAD,10 TO 12,92,Model A,2012,91 years 11 months,445000
2019-11,PUNGGOL,4 ROOM,305B,PUNGGOL ROAD,10 TO 12,96,Premium Apartment,2012,91 years 09 months,480000
2019-11,PUNGGOL,4 ROOM,603B,PUNGGOL ROAD,07 TO 09,92,Model A,2012,91 years 10 months,455000
2019-11,PUNGGOL,4 ROOM,305B,PUNGGOL ROAD,13 TO 15,93,Premium Apartment,2012,91 years 08 months,522000
2019-12,PUNGGOL,4 ROOM,603B,PUNGGOL ROAD,10 TO 12,93,Model A,2012,91 years 09 months,450000
2019-12,PUNGGOL,4 ROOM,604A,PUNGGOL ROAD,01 TO 03,92,Model A,2012,91 years 09 months,375000
2019-12,PUNGGOL,4 ROOM,603A,PUNGGOL ROAD,04 TO 06,92,Model A,2012,91 years 09 months,400000
2019-03,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,13 TO 15,93,Model A,2015,95 years 02 months,473000
2019-03,PUNGGOL,4 ROOM,272D,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2014,94 years 02 months,530000
2019-03,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,13 TO 15,93,Model A,2015,95 years 01 month,468000
2019-03,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,13 TO 15,93,Premium Apartment,2014,94 years 02 months,545000
2019-03,PUNGGOL,4 ROOM,272B,PUNGGOL WALK,13 TO 15,94,Premium Apartment,2014,94 years 01 month,530000
2019-03,PUNGGOL,4 ROOM,213A,PUNGGOL WALK,07 TO 09,93,Model A,2015,95 years 01 month,442500
2019-03,PUNGGOL,4 ROOM,211A,PUNGGOL WALK,13 TO 15,95,Model A,2014,94 years 01 month,545000
2019-03,PUNGGOL,4 ROOM,211B,PUNGGOL WALK,10 TO 12,92,Model A,2014,94 years 01 month,538000
2019-04,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,07 TO 09,93,Model A,2015,95 years 01 month,480000
2019-04,PUNGGOL,4 ROOM,211A,PUNGGOL WALK,04 TO 06,92,Model A,2014,94 years,468888
2019-04,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,94 years,535000
2019-04,PUNGGOL,4 ROOM,272C,PUNGGOL WALK,04 TO 06,94,Premium Apartment,2014,94 years,525000
2019-04,PUNGGOL,4 ROOM,213A,PUNGGOL WALK,04 TO 06,93,Model A,2015,95 years,410000
2019-04,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,94 years,542500
2019-04,PUNGGOL,4 ROOM,211B,PUNGGOL WALK,04 TO 06,92,Model A,2014,94 years,475000
2019-04,PUNGGOL,4 ROOM,271C,PUNGGOL WALK,16 TO 18,93,Premium Apartment,2014,94 years,543800
2019-04,PUNGGOL,4 ROOM,211B,PUNGGOL WALK,13 TO 15,95,Model A,2014,94 years,521000
2019-05,PUNGGOL,4 ROOM,213B,PUNGGOL WALK,07 TO 09,93,Model A,2015,95 years,458000
2019-05,PUNGGOL,4 ROOM,272A,PUNGGOL WALK,10 TO 12,97,Premium Apartment,2014,93 years 11 months,548000
2019-05,PUNGGOL,4 ROOM,211C,PUNGGOL WALK,01 TO 03,92,Model A,2014,93 years 11 months,420000
2019-05,PUNGGOL,4 ROOM,272D,PUNGGOL WALK,10 TO 12,97,Premium Apartment,2014,93 years 11 months,573000
2019-05,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,13 TO 15,93,Premium Apartment,2014,93 years 11 months,545000
2019-05,PUNGGOL,4 ROOM,271B,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,93 years 11 months,555000
2019-05,PUNGGOL,4 ROOM,272D,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,93 years 11 months,542888
2019-06,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,04 TO 06,93,Model A,2015,94 years 11 months,450000
2019-06,PUNGGOL,4 ROOM,213C,PUNGGOL WALK,13 TO 15,93,Model A,2015,94 years 10 months,455000
2019-06,PUNGGOL,4 ROOM,212B,PUNGGOL WALK,10 TO 12,93,Model A,2015,94 years 10 months,478000
2019-06,PUNGGOL,4 ROOM,213A,PUNGGOL WALK,13 TO 15,93,Model A,2015,94 years 10 months,452000
2019-06,PUNGGOL,4 ROOM,272A,PUNGGOL WALK,07 TO 09,93,Premium Apartment,2014,93 years 10 months,530000
2019-06,PUNGGOL,4 ROOM,271B,PUNGGOL WALK,13 TO 15,93,Premium Apartment,2014,93 years 10 months,555000
2019-07,PUNGGOL,4 ROOM,271B,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,93 years 09 months,538888
2019-07,PUNGGOL,4 ROOM,271C,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,93 years 09 months,537000
2019-07,PUNGGOL,4 ROOM,213C,PUNGGOL WALK,07 TO 09,93,Model A,2015,94 years 09 months,458000
2019-07,PUNGGOL,4 ROOM,272D,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2014,93 years 09 months,523000
2019-07,PUNGGOL,4 ROOM,271D,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2014,93 years 09 months,510000
2019-07,PUNGGOL,4 ROOM,213C,PUNGGOL WALK,10 TO 12,93,Model A,2015,94 years 09 months,470000
2019-08,PUNGGOL,4 ROOM,272A,PUNGGOL WALK,04 TO 06,93,Premium Apartment,2014,93 years 08 months,465000
2019-08,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,07 TO 09,93,Model A,2015,94 years 08 months,460000
2019-08,PUNGGOL,4 ROOM,211A,PUNGGOL WALK,16 TO 18,95,Model A,2014,93 years 08 months,499888
2019-08,PUNGGOL,4 ROOM,212B,PUNGGOL WALK,10 TO 12,93,Model A,2015,94 years 08 months,460000
2019-08,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,07 TO 09,93,Premium Apartment,2014,93 years 08 months,530000
2019-09,PUNGGOL,4 ROOM,272B,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,93 years 07 months,550000
2019-09,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,04 TO 06,93,Model A,2015,94 years 07 months,450000
2019-09,PUNGGOL,4 ROOM,211C,PUNGGOL WALK,16 TO 18,92,Model A,2014,93 years 07 months,458888
2019-09,PUNGGOL,4 ROOM,271D,PUNGGOL WALK,16 TO 18,92,Premium Apartment,2014,93 years 07 months,550000
2019-09,PUNGGOL,4 ROOM,272D,PUNGGOL WALK,04 TO 06,92,Premium Apartment,2014,93 years 07 months,525000
2019-09,PUNGGOL,4 ROOM,271B,PUNGGOL WALK,13 TO 15,93,Premium Apartment,2014,93 years 07 months,548000
2019-09,PUNGGOL,4 ROOM,271D,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,93 years 07 months,535000
2019-10,PUNGGOL,4 ROOM,271D,PUNGGOL WALK,04 TO 06,93,Premium Apartment,2014,93 years 07 months,490000
2019-10,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,13 TO 15,93,Model A,2015,94 years 07 months,425000
2019-10,PUNGGOL,4 ROOM,213A,PUNGGOL WALK,07 TO 09,93,Model A,2015,94 years 07 months,395000
2019-10,PUNGGOL,4 ROOM,213B,PUNGGOL WALK,07 TO 09,93,Model A,2015,94 years 06 months,468000
2019-10,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,01 TO 03,93,Model A,2015,94 years 06 months,419000
2019-10,PUNGGOL,4 ROOM,213C,PUNGGOL WALK,04 TO 06,93,Model A,2015,94 years 06 months,440000
2019-10,PUNGGOL,4 ROOM,272D,PUNGGOL WALK,07 TO 09,93,Premium Apartment,2014,93 years 06 months,520000
2019-10,PUNGGOL,4 ROOM,212B,PUNGGOL WALK,04 TO 06,93,Model A,2015,94 years 06 months,458000
2019-11,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,13 TO 15,93,Premium Apartment,2014,93 years 06 months,530000
2019-11,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,13 TO 15,93,Model A,2015,94 years 06 months,455000
2019-11,PUNGGOL,4 ROOM,213A,PUNGGOL WALK,04 TO 06,93,Model A,2015,94 years 05 months,405000
2019-11,PUNGGOL,4 ROOM,272C,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,93 years 05 months,527000
2019-12,PUNGGOL,4 ROOM,213A,PUNGGOL WALK,01 TO 03,93,Model A,2015,94 years 05 months,365000
2019-12,PUNGGOL,4 ROOM,272A,PUNGGOL WALK,13 TO 15,93,Premium Apartment,2014,93 years 05 months,545000
2019-12,PUNGGOL,4 ROOM,272D,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2014,93 years 04 months,545000
2019-12,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,04 TO 06,93,Premium Apartment,2014,93 years 04 months,535000
2019-03,PUNGGOL,4 ROOM,265D,PUNGGOL WAY,13 TO 15,92,Model A,2015,95 years 04 months,552000
2019-03,PUNGGOL,4 ROOM,266C,PUNGGOL WAY,04 TO 06,92,Model A,2015,95 years 03 months,470000
2019-03,PUNGGOL,4 ROOM,266D,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 04 months,515000
2019-03,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 04 months,545000
2019-03,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,04 TO 06,92,Model A,2015,95 years 03 months,492000
2019-03,PUNGGOL,4 ROOM,265B,PUNGGOL WAY,16 TO 18,92,Model A,2015,95 years 04 months,548000
2019-03,PUNGGOL,4 ROOM,265C,PUNGGOL WAY,16 TO 18,92,Model A,2015,95 years 03 months,543000
2019-03,PUNGGOL,4 ROOM,266C,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 03 months,515000
2019-04,PUNGGOL,4 ROOM,265A,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 03 months,550000
2019-04,PUNGGOL,4 ROOM,265D,PUNGGOL WAY,16 TO 18,92,Model A,2015,95 years 02 months,540000
2019-04,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 02 months,520000
2019-04,PUNGGOL,4 ROOM,266C,PUNGGOL WAY,07 TO 09,92,Model A,2015,95 years 02 months,508000
2019-05,PUNGGOL,4 ROOM,266C,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 02 months,505000
2019-05,PUNGGOL,4 ROOM,265C,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 02 months,510000
2019-05,PUNGGOL,4 ROOM,265D,PUNGGOL WAY,04 TO 06,92,Model A,2015,95 years 01 month,500000
2019-05,PUNGGOL,4 ROOM,265C,PUNGGOL WAY,13 TO 15,92,Model A,2015,95 years 01 month,552000
2019-05,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,13 TO 15,92,Model A,2015,95 years 01 month,550000
2019-05,PUNGGOL,4 ROOM,266A,PUNGGOL WAY,16 TO 18,92,Model A,2015,95 years 01 month,538000
2019-05,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,01 TO 03,92,Model A,2015,95 years 01 month,429000
2019-07,PUNGGOL,4 ROOM,265D,PUNGGOL WAY,04 TO 06,92,Model A,2015,94 years 11 months,475000
2019-07,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,16 TO 18,92,Model A,2015,94 years 11 months,528000
2019-08,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,07 TO 09,92,Model A,2015,94 years 10 months,490000
2019-08,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,01 TO 03,92,Model A,2015,94 years 10 months,435000
2019-08,PUNGGOL,4 ROOM,265D,PUNGGOL WAY,07 TO 09,92,Model A,2015,94 years 10 months,510000
2019-08,PUNGGOL,4 ROOM,266D,PUNGGOL WAY,01 TO 03,92,Model A,2015,94 years 10 months,420000
2019-08,PUNGGOL,4 ROOM,264A,PUNGGOL WAY,01 TO 03,92,Model A,2015,94 years 10 months,490000
2019-08,PUNGGOL,4 ROOM,261C,PUNGGOL WAY,13 TO 15,93,Model A,2016,95 years 10 months,508000
2019-08,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,04 TO 06,92,Model A,2015,94 years 10 months,455000
2019-08,PUNGGOL,4 ROOM,266C,PUNGGOL WAY,01 TO 03,92,Model A,2015,94 years 10 months,403000
2019-08,PUNGGOL,4 ROOM,265C,PUNGGOL WAY,07 TO 09,92,Model A,2015,94 years 10 months,505000
2019-08,PUNGGOL,4 ROOM,266C,PUNGGOL WAY,16 TO 18,92,Model A,2015,94 years 10 months,550000
2019-09,PUNGGOL,4 ROOM,265C,PUNGGOL WAY,04 TO 06,92,Model A,2015,94 years 09 months,460000
2019-10,PUNGGOL,4 ROOM,266C,PUNGGOL WAY,16 TO 18,92,Model A,2015,94 years 09 months,523600
2019-10,PUNGGOL,4 ROOM,261C,PUNGGOL WAY,10 TO 12,93,Model A,2016,95 years 08 months,510000
2019-10,PUNGGOL,4 ROOM,265C,PUNGGOL WAY,10 TO 12,92,Model A,2015,94 years 08 months,505000
2019-10,PUNGGOL,4 ROOM,265A,PUNGGOL WAY,07 TO 09,92,Model A,2015,94 years 08 months,510000
2019-11,PUNGGOL,4 ROOM,261C,PUNGGOL WAY,10 TO 12,93,Model A,2016,95 years 08 months,503000
2019-11,PUNGGOL,4 ROOM,265B,PUNGGOL WAY,07 TO 09,92,Model A,2015,94 years 08 months,495000
2019-11,PUNGGOL,4 ROOM,265C,PUNGGOL WAY,04 TO 06,92,Model A,2015,94 years 08 months,462000
2019-11,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,16 TO 18,92,Model A,2015,94 years 07 months,553000
2019-11,PUNGGOL,4 ROOM,261C,PUNGGOL WAY,04 TO 06,93,Model A,2016,95 years 07 months,485000
2019-11,PUNGGOL,4 ROOM,264A,PUNGGOL WAY,13 TO 15,92,Model A,2015,94 years 07 months,508000
2019-11,PUNGGOL,4 ROOM,265C,PUNGGOL WAY,16 TO 18,92,Model A,2015,94 years 07 months,510000
2019-11,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,16 TO 18,92,Model A,2015,94 years 07 months,500000
2019-12,PUNGGOL,4 ROOM,261C,PUNGGOL WAY,10 TO 12,93,Model A,2016,95 years 06 months,507000
2019-12,PUNGGOL,4 ROOM,261C,PUNGGOL WAY,04 TO 06,93,Model A,2016,95 years 06 months,448000
2019-12,PUNGGOL,4 ROOM,261B,PUNGGOL WAY,10 TO 12,93,Model A,2016,95 years 06 months,500000
2019-12,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,07 TO 09,92,Model A,2015,94 years 06 months,480000
2019-12,PUNGGOL,4 ROOM,261A,PUNGGOL WAY,10 TO 12,93,Model A,2016,95 years 06 months,495000
2019-12,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,04 TO 06,92,Model A,2015,94 years 06 months,480000
2019-04,PUNGGOL,4 ROOM,313A,SUMANG LINK,10 TO 12,92,Model A,2015,95 years 02 months,482000
2019-04,PUNGGOL,4 ROOM,313A,SUMANG LINK,04 TO 06,92,Model A,2015,95 years 02 months,460000
2019-04,PUNGGOL,4 ROOM,313B,SUMANG LINK,13 TO 15,92,Model A,2015,95 years 02 months,505000
2019-04,PUNGGOL,4 ROOM,313A,SUMANG LINK,01 TO 03,92,Model A,2015,95 years 02 months,440000
2019-05,PUNGGOL,4 ROOM,313A,SUMANG LINK,07 TO 09,92,Model A,2015,95 years 02 months,500000
2019-05,PUNGGOL,4 ROOM,312C,SUMANG LINK,07 TO 09,92,Model A,2015,95 years 01 month,450000
2019-05,PUNGGOL,4 ROOM,313A,SUMANG LINK,10 TO 12,92,Model A,2015,95 years 01 month,482000
2019-05,PUNGGOL,4 ROOM,313B,SUMANG LINK,07 TO 09,92,Model A,2015,95 years 01 month,510000
2019-05,PUNGGOL,4 ROOM,312A,SUMANG LINK,07 TO 09,92,Model A,2015,95 years 01 month,485000
2019-06,PUNGGOL,4 ROOM,313C,SUMANG LINK,07 TO 09,92,Model A,2015,95 years 01 month,535000
2019-06,PUNGGOL,4 ROOM,313B,SUMANG LINK,10 TO 12,92,Model A,2015,95 years,515000
2019-06,PUNGGOL,4 ROOM,313B,SUMANG LINK,10 TO 12,92,Model A,2015,95 years,509000
2019-06,PUNGGOL,4 ROOM,313A,SUMANG LINK,04 TO 06,92,Model A,2015,95 years,460000
2019-07,PUNGGOL,4 ROOM,313C,SUMANG LINK,07 TO 09,92,Model A,2015,95 years 08 months,535888
2019-07,PUNGGOL,4 ROOM,312C,SUMANG LINK,04 TO 06,92,Model A,2015,94 years 11 months,420000
2019-07,PUNGGOL,4 ROOM,312A,SUMANG LINK,10 TO 12,92,Model A,2015,94 years 11 months,500000
2019-07,PUNGGOL,4 ROOM,312A,SUMANG LINK,13 TO 15,92,Model A,2015,94 years 11 months,498888
2019-07,PUNGGOL,4 ROOM,312B,SUMANG LINK,13 TO 15,92,Model A,2015,94 years 11 months,507000
2019-07,PUNGGOL,4 ROOM,313A,SUMANG LINK,07 TO 09,92,Model A,2015,94 years 11 months,515000
2019-07,PUNGGOL,4 ROOM,312C,SUMANG LINK,07 TO 09,92,Model A,2015,94 years 11 months,518888
2019-08,PUNGGOL,4 ROOM,312C,SUMANG LINK,04 TO 06,92,Model A,2015,94 years 10 months,508888
2019-08,PUNGGOL,4 ROOM,312C,SUMANG LINK,13 TO 15,92,Model A,2015,94 years 10 months,520000
2019-10,PUNGGOL,4 ROOM,313A,SUMANG LINK,04 TO 06,92,Model A,2015,94 years 09 months,468888
2019-10,PUNGGOL,4 ROOM,312B,SUMANG LINK,07 TO 09,92,Model A,2015,94 years 08 months,453888
2019-10,PUNGGOL,4 ROOM,312C,SUMANG LINK,04 TO 06,92,Model A,2015,94 years 08 months,509000
2019-11,PUNGGOL,4 ROOM,312B,SUMANG LINK,04 TO 06,92,Model A,2015,94 years 08 months,480000
2019-11,PUNGGOL,4 ROOM,313C,SUMANG LINK,16 TO 18,92,Model A,2015,94 years 08 months,515000
2019-11,PUNGGOL,4 ROOM,313C,SUMANG LINK,10 TO 12,92,Model A,2015,94 years 08 months,505000
2019-11,PUNGGOL,4 ROOM,312C,SUMANG LINK,13 TO 15,92,Model A,2015,94 years 07 months,480000
2019-11,PUNGGOL,4 ROOM,312C,SUMANG LINK,13 TO 15,92,Model A,2015,94 years 07 months,490000
2019-12,PUNGGOL,4 ROOM,312C,SUMANG LINK,10 TO 12,92,Model A,2015,94 years 07 months,470000
2019-12,PUNGGOL,4 ROOM,313A,SUMANG LINK,01 TO 03,92,Model A,2015,94 years 07 months,468000
2019-12,PUNGGOL,4 ROOM,312C,SUMANG LINK,10 TO 12,92,Model A,2015,94 years 06 months,470000
2019-03,PUNGGOL,5 ROOM,138,EDGEDALE PLACEAINS,07 TO 09,112,Premium Apartment,2003,83 years 09 months,350000
2019-03,PUNGGOL,5 ROOM,126B,EDGEDALE PLACEAINS,13 TO 15,110,Improved,2003,82 years 11 months,435000
2019-03,PUNGGOL,5 ROOM,109D,EDGEDALE PLACEAINS,13 TO 15,111,Improved,2003,83 years 02 months,425000
2019-04,PUNGGOL,5 ROOM,172B,EDGEDALE PLACEAINS,13 TO 15,110,Improved,2004,84 years,428000
2019-04,PUNGGOL,5 ROOM,109D,EDGEDALE PLACEAINS,07 TO 09,110,Improved,2003,83 years 01 month,415000
2019-05,PUNGGOL,5 ROOM,134,EDGEDALE PLACEAINS,01 TO 03,112,Premium Apartment,2003,83 years 07 months,395000
2019-05,PUNGGOL,5 ROOM,172C,EDGEDALE PLACEAINS,10 TO 12,110,Improved,2004,83 years 11 months,450000
2019-05,PUNGGOL,5 ROOM,109D,EDGEDALE PLACEAINS,13 TO 15,110,Improved,2003,83 years 06 months,423000
2019-05,PUNGGOL,5 ROOM,174A,EDGEDALE PLACEAINS,07 TO 09,110,Improved,2003,83 years 05 months,420000
2019-06,PUNGGOL,5 ROOM,172B,EDGEDALE PLACEAINS,16 TO 18,110,Improved,2004,83 years 11 months,475000
2019-06,PUNGGOL,5 ROOM,109A,EDGEDALE PLACEAINS,16 TO 18,110,Improved,2003,82 years 11 months,443000
2019-06,PUNGGOL,5 ROOM,133,EDGEDALE PLACEAINS,07 TO 09,112,Premium Apartment,2003,83 years 06 months,388000
2019-06,PUNGGOL,5 ROOM,126A,EDGEDALE PLACEAINS,07 TO 09,110,Improved,2003,82 years 09 months,420000
2019-06,PUNGGOL,5 ROOM,172B,EDGEDALE PLACEAINS,01 TO 03,110,Improved,2004,83 years 10 months,418000
2019-06,PUNGGOL,5 ROOM,172A,EDGEDALE PLACEAINS,13 TO 15,110,Improved,2004,84 years,450000
2019-07,PUNGGOL,5 ROOM,138,EDGEDALE PLACEAINS,10 TO 12,111,Premium Apartment,2003,83 years 05 months,372500
2019-07,PUNGGOL,5 ROOM,126A,EDGEDALE PLACEAINS,04 TO 06,110,Improved,2003,82 years 09 months,415000
2019-07,PUNGGOL,5 ROOM,171C,EDGEDALE PLACEAINS,16 TO 18,110,Improved,2004,83 years 08 months,450000
2019-07,PUNGGOL,5 ROOM,126B,EDGEDALE PLACEAINS,10 TO 12,110,Improved,2003,82 years 07 months,428000
2019-07,PUNGGOL,5 ROOM,133,EDGEDALE PLACEAINS,07 TO 09,111,Premium Apartment,2003,83 years 04 months,410000
2019-07,PUNGGOL,5 ROOM,133,EDGEDALE PLACEAINS,16 TO 18,111,Premium Apartment,2003,83 years 04 months,403000
2019-08,PUNGGOL,5 ROOM,171C,EDGEDALE PLACEAINS,04 TO 06,110,Improved,2004,83 years 07 months,410000
2019-08,PUNGGOL,5 ROOM,171B,EDGEDALE PLACEAINS,13 TO 15,110,Improved,2004,83 years 05 months,458000
2019-09,PUNGGOL,5 ROOM,172C,EDGEDALE PLACEAINS,16 TO 18,110,Improved,2004,83 years 07 months,445000
2019-09,PUNGGOL,5 ROOM,109A,EDGEDALE PLACEAINS,04 TO 06,110,Improved,2003,82 years 07 months,417000
2019-09,PUNGGOL,5 ROOM,134,EDGEDALE PLACEAINS,13 TO 15,111,Premium Apartment,2003,83 years 02 months,385000
2019-10,PUNGGOL,5 ROOM,172C,EDGEDALE PLACEAINS,13 TO 15,110,Improved,2004,83 years 06 months,490000
2019-10,PUNGGOL,5 ROOM,130,EDGEDALE PLACEAINS,01 TO 03,111,Premium Apartment,2003,83 years 01 month,375000
2019-10,PUNGGOL,5 ROOM,126D,EDGEDALE PLACEAINS,04 TO 06,110,Improved,2003,82 years 05 months,390000
2019-10,PUNGGOL,5 ROOM,130,EDGEDALE PLACEAINS,07 TO 09,111,Premium Apartment,2003,83 years 01 month,360000
2019-10,PUNGGOL,5 ROOM,171A,EDGEDALE PLACEAINS,01 TO 03,110,Improved,2004,83 years 03 months,415000
2019-11,PUNGGOL,5 ROOM,174A,EDGEDALE PLACEAINS,07 TO 09,110,Improved,2003,83 years,395000
2019-11,PUNGGOL,5 ROOM,109C,EDGEDALE PLACEAINS,16 TO 18,110,Improved,2003,82 years 06 months,440000
2019-11,PUNGGOL,5 ROOM,126A,EDGEDALE PLACEAINS,10 TO 12,110,Improved,2003,82 years 04 months,465000
2019-11,PUNGGOL,5 ROOM,172B,EDGEDALE PLACEAINS,10 TO 12,110,Improved,2004,83 years 05 months,460000
2019-12,PUNGGOL,5 ROOM,126C,EDGEDALE PLACEAINS,16 TO 18,110,Improved,2003,82 years 03 months,445888
2019-03,PUNGGOL,5 ROOM,103C,EDGEFIELD PLACEAINS,04 TO 06,110,Improved,2003,83 years 02 months,430000
2019-03,PUNGGOL,5 ROOM,112,EDGEFIELD PLACEAINS,04 TO 06,112,Premium Apartment,2003,83 years 04 months,420000
2019-04,PUNGGOL,5 ROOM,103A,EDGEFIELD PLACEAINS,07 TO 09,110,Improved,2003,83 years 01 month,450000
2019-04,PUNGGOL,5 ROOM,176B,EDGEFIELD PLACEAINS,07 TO 09,110,Improved,2003,83 years 05 months,428000
2019-04,PUNGGOL,5 ROOM,111,EDGEFIELD PLACEAINS,16 TO 18,113,Premium Apartment,2003,83 years 03 months,420000
2019-04,PUNGGOL,5 ROOM,176A,EDGEFIELD PLACEAINS,01 TO 03,110,Improved,2003,83 years 03 months,405000
2019-04,PUNGGOL,5 ROOM,176C,EDGEFIELD PLACEAINS,10 TO 12,110,Improved,2003,83 years 04 months,428000
2019-04,PUNGGOL,5 ROOM,107D,EDGEFIELD PLACEAINS,10 TO 12,110,Improved,2003,83 years,415000
2019-04,PUNGGOL,5 ROOM,111,EDGEFIELD PLACEAINS,10 TO 12,113,Premium Apartment,2003,83 years 03 months,430000
2019-05,PUNGGOL,5 ROOM,107B,EDGEFIELD PLACEAINS,01 TO 03,110,Improved,2003,82 years 11 months,375000
2019-05,PUNGGOL,5 ROOM,103A,EDGEFIELD PLACEAINS,04 TO 06,110,Improved,2003,83 years 01 month,425000
2019-05,PUNGGOL,5 ROOM,176B,EDGEFIELD PLACEAINS,10 TO 12,110,Improved,2003,83 years 03 months,460000
2019-05,PUNGGOL,5 ROOM,118,EDGEFIELD PLACEAINS,07 TO 09,113,Premium Apartment,2003,83 years 01 month,432000
2019-06,PUNGGOL,5 ROOM,178,EDGEFIELD PLACEAINS,04 TO 06,110,Premium Apartment,2003,83 years 05 months,395000
2019-06,PUNGGOL,5 ROOM,103C,EDGEFIELD PLACEAINS,04 TO 06,110,Improved,2003,82 years 11 months,370000
2019-06,PUNGGOL,5 ROOM,178,EDGEFIELD PLACEAINS,04 TO 06,112,Premium Apartment,2003,83 years 05 months,402000
2019-07,PUNGGOL,5 ROOM,116,EDGEFIELD PLACEAINS,10 TO 12,112,Premium Apartment,2003,82 years 11 months,455000
2019-07,PUNGGOL,5 ROOM,103A,EDGEFIELD PLACEAINS,10 TO 12,110,Improved,2003,82 years 10 months,445000
2019-07,PUNGGOL,5 ROOM,116,EDGEFIELD PLACEAINS,07 TO 09,112,Premium Apartment,2003,82 years 11 months,425000
2019-07,PUNGGOL,5 ROOM,107C,EDGEFIELD PLACEAINS,10 TO 12,110,Improved,2003,82 years 09 months,445000
2019-07,PUNGGOL,5 ROOM,193,EDGEFIELD PLACEAINS,07 TO 09,112,Premium Apartment,2003,83 years 04 months,401888
2019-08,PUNGGOL,5 ROOM,185,EDGEFIELD PLACEAINS,04 TO 06,110,Premium Apartment,2003,83 years 03 months,420000
2019-08,PUNGGOL,5 ROOM,107A,EDGEFIELD PLACEAINS,04 TO 06,110,Improved,2003,82 years 06 months,410000
2019-09,PUNGGOL,5 ROOM,105B,EDGEFIELD PLACEAINS,01 TO 03,110,Improved,2003,82 years 08 months,398000
2019-09,PUNGGOL,5 ROOM,183,EDGEFIELD PLACEAINS,04 TO 06,110,Premium Apartment,2003,83 years 02 months,408000
2019-10,PUNGGOL,5 ROOM,104A,EDGEFIELD PLACEAINS,04 TO 06,110,Improved,2003,82 years 07 months,440000
2019-10,PUNGGOL,5 ROOM,104A,EDGEFIELD PLACEAINS,04 TO 06,110,Improved,2003,82 years 07 months,412000
2019-11,PUNGGOL,5 ROOM,107B,EDGEFIELD PLACEAINS,04 TO 06,110,Improved,2003,82 years 04 months,488000
2019-12,PUNGGOL,5 ROOM,176B,EDGEFIELD PLACEAINS,04 TO 06,110,Improved,2003,82 years 08 months,410168
